81|67
144|1
152|1
174|30
209|83
224|267
237|70
577|158
701|119
702|119
719|169
766|214
786|261
803|88
812|86
852|111
855|9
1103|271
1136|290
1221|110
1239|94
1257|155
1267|58
1273|31
1653|154
1659|97
1759|167
1785|79
1789|94
1790|94
1791|94
1792|94
1793|94
1794|94
1795|94
1880|153
1901|212
2014|94
2042|62
2050|94
2053|94
2116|301
2119|137
2152|19
2379|41
2381|124
2386|1
2497|362
2514|72
2516|335
2518|390
2570|102
2634|3
2685|1
2686|1
2687|1
2688|1
2706|351
2751|1
2828|126
2856|6
2914|72
2917|44
2938|94
3209|121
3215|44
3243|244
3246|337
3265|308
3269|104
3292|160
3301|156
3303|248
3306|1
3308|108
3320|37
3339|227
3352|106
3356|129
3447|41
3462|50
3491|363
3505|123
3561|366
3593|45
3605|72
3646|94
3647|94
3648|94
3649|94
3650|94
3651|94
3652|94
3687|176
3737|80
3758|352
3786|387
3908|366
4058|110
4134|26
4181|98
4212|41
4323|101
4467|1
4515|385
4538|14
4609|385
4637|110
4648|102
4659|15
4682|93
4685|360
4694|93
4713|72
4725|93
4739|336
4742|1
4750|345
4760|359
4766|347
4768|110
4771|102
4773|346
4775|361
4788|99
4799|15
4808|15
4809|25
4812|25
4813|25
4814|15
4818|38
4837|15
4847|8
4860|119
4910|94
4922|176
4938|94
4951|94
4999|94
5056|1
5074|1
5078|74
5089|84
5107|1
5378|121
5381|296
5384|381
5390|300
5391|250
5400|337
5410|134
5413|288
5432|348
5511|44
5513|95
5583|44
5607|5
5615|290
5617|81
5619|301
5621|119
5623|1
5650|45
5668|22
5728|1
5731|1
5769|120
5778|41
6066|119
6079|33
6128|18
6154|94
6155|94
6156|94
6157|94
6158|94
6161|31
6167|21
6174|94
6175|94
6176|94
6177|94
6181|27
6222|41
6269|1
6298|35
6327|90
6332|254
6367|41
6389|1
6421|357
6431|1
6449|94
6471|253
6478|1
6503|236
6517|176
6534|76
6621|54
6686|1
6688|1
6739|229
6742|1
6746|113
6752|187
6799|75
6805|130
6830|113
6871|243
6904|1
6905|1
6934|1
6983|56
7011|45
7015|31
7016|31
7017|85
7018|1
7029|123
7131|366
7132|1
7210|94
7264|1
7290|1
7292|1
7294|1
7303|103
7308|94
7329|1
7385|60
7421|94
7438|188
7459|48
7470|340
7472|352
7473|352
7479|335
7545|258
7552|374
7598|336
7657|121
7713|356
7714|110
7725|31
7738|105
7756|85
7757|31
7843|85
7853|31
7882|94
7922|31
7992|29
8047|46
8048|11
8052|85
8100|119
8112|43
8113|119
8114|43
8115|43
8137|39
8151|114
8190|273
8220|219
8238|1
8402|221
8412|95
8426|265
8447|212
8468|291
8473|136
8514|113
8542|316
8612|112
8680|270
8737|290
8767|196
8881|218
8896|311
8992|95
9105|112
9121|100
9143|284
9145|217
9158|161
9231|378
9237|359
9253|367
9269|376
9293|351
9304|359
9318|322
9325|102
9345|110
9381|351
9394|24
9444|359
9445|110
9474|323
9500|121
9506|352
9513|349
9534|69
9555|119
9595|72
9597|335
9658|386
9674|344
9729|359
9790|91
9808|49
9824|372
9850|122
9872|2
9874|391
9908|349
9925|359
9929|373
9930|377
10013|370
10026|110
10027|119
10030|380
10032|129
10081|38
10091|391
10099|373
10103|376
10118|199
10311|85
10318|18
10456|1
10507|94
10523|85
10719|43
10720|43
10728|95
10796|85
10838|76
10954|87
10994|85
11025|31
11060|85
11145|43
11146|119
11147|43
11148|43
11149|43
11172|251
11232|71
11349|123
11351|85
11398|41
11426|85
11427|85
11456|40
11461|94
11492|17
11530|41
11654|85
11707|85
11712|1
11812|39
11818|159
11888|237
11933|1
11955|85
12015|18
12059|55
12064|35
12065|45
12083|64
12222|273
12252|245
12262|85
12270|85
12271|85
12302|121
12322|82
12334|200
12338|204
12353|121
12357|121
12361|121
12381|151
12390|280
12400|342
12414|274
12430|121
12479|44
12513|280
12552|146
12576|198
12597|144
12605|181
12626|131
12635|199
12663|121
12670|132
12702|119
12708|256
12715|183
12871|290
12874|128
12876|112
12929|303
12946|224
12967|1
13037|286
13045|226
13127|313
13144|121
13184|51
13193|133
13265|95
13285|276
13343|85
13367|31
13373|109
13385|31
13420|1
13421|1
13422|1
13432|35
13433|35
13490|18
13493|35
13560|85
13591|239
13661|43
13662|43
13663|43
13664|43
13665|119
13666|43
13668|119
13670|119
13673|43
13674|43
13675|43
13787|41
13842|123
13964|1
13965|1
13979|1
13999|246
14178|246
14265|364
14599|94
14654|177
14668|31
14710|35
14754|245
14905|41
14910|41
14921|41
15162|36
15218|35
15259|1
15290|68
15435|282
15480|121
15502|121
15525|244
15542|278
15557|73
15659|170
15685|95
15704|192
15709|121
15732|191
15747|217
15802|354
15840|1
15897|121
15943|194
16019|121
16039|215
16086|165
16115|119
16117|142
16150|149
16175|315
16185|263
16202|230
16234|266
16299|223
16572|1
16586|28
16718|41
16728|119
16748|31
16810|20
16817|159
16960|18
16966|1
16967|1
17072|241
17184|13
17224|1
17225|1
17226|1
17227|1
17228|1
17229|1
17230|1
17231|1
17232|1
17233|1
17258|1
17379|61
17402|41
17412|125
17421|388
17435|127
17444|376
17505|93
17511|341
17552|340
17554|385
17620|15
17621|373
17622|15
17623|15
17633|89
17676|93
17705|57
17709|375
17746|77
17785|53
17788|15
17789|15
17790|15
17791|15
17794|199
17799|66
17808|121
17816|15
17853|387
17858|387
17888|352
17924|323
17954|72
17978|381
18069|93
18106|368
18140|93
18291|121
18403|42
18494|41
18566|34
18734|238
18881|47
19108|1
19192|116
19262|119
19309|119
19540|1
19720|18
20001|85
20057|1
20115|23
20214|31
20231|85
20453|86
20468|123
20626|152
20676|228
20825|115
20880|180
20947|113
20963|121
21044|121
21124|121
21288|94
21293|306
21334|121
21502|135
21508|31
21509|129
21522|85
21625|121
21928|95
22047|118
22140|95
22186|41
22258|31
22283|336
22315|1
22318|35
22394|21
22561|178
22566|255
22742|16
22773|35
22849|1
22884|241
22909|31
22927|107
23065|1
23253|31
23266|31
23650|373
23655|92
23673|343
23730|199
23889|240
23908|347
24086|374
24154|375
24157|350
24158|358
24182|359
24233|314
24256|93
24378|383
24400|378
24444|378
25135|121
25169|121
25178|299
25180|269
25255|199
25441|339
25497|1
25904|35
25932|39
26204|35
26641|121
27324|12
27364|4
27497|41
27522|1
27672|246
27773|252
28376|247
28378|242
28403|245
28469|1
28481|246
